BRAND,REGION,MONTH,FORECASTED_TRx,SEASONAL_COMPONENT,ADDITIVE_TREND,RESIDUAL,CONFIDENCE_INTERVAL_UPPER,CONFIDENCE_INTERVAL_LOWER,DATE
BETAVAX,Mid-Atlantic,47,10550.166666666668,1507.4618055555532,10582.704861111119,-3.865352482534945e-12,14959.357012751852,9220.976320581483,2026-07-01
BETAVAX,Mid-Atlantic,48,12090.166666666668,-885.2951388888897,10694.545138888896,-4.433786671143025e-12,13323.27616141409,6295.223838585914,2026-08-01
BETAVAX,Mid-Central,24,,887.9703907800485,10042.269656299342,3.637978807091713e-12,12917.974493137835,8942.505601020954,2024-08-01
BETAVAX,Mid-Central,25,10930.240047079395,-356.27035154721636,10175.724138549536,-3.410605131648481e-13,11894.354339532083,7744.553234472556,2024-09-01
BETAVAX,Mid-Central,26,9819.45378700232,-519.7248337974112,10309.17862079973,5.684341886080801e-13,11864.354339532083,7714.553234472556,2024-10-01
BETAVAX,Mid-Central,27,9789.45378700232,-846.1793160476051,10442.633103049924,5.684341886080801e-13,11671.354339532083,7521.553234472556,2024-11-01
BETAVAX,Mid-Central,28,9596.45378700232,-1342.6337982977989,10576.087585300118,4.547473508864641e-13,11308.354339532083,7158.553234472556,2024-12-01
BETAVAX,Mid-Central,29,9233.45378700232,30.911719452008015,10709.542067550312,-3.410605131648481e-13,12815.354339532083,8665.553234472556,2025-01-01
BETAVAX,Mid-Central,30,10740.45378700232,294.457237201815,10842.996549800504,5.684341886080801e-13,13212.354339532083,9062.553234472556,2025-02-01
BETAVAX,Mid-Central,31,11137.45378700232,-666.9972450483816,10976.4510320507,1.4779288903810084e-12,12384.354339532083,8234.553234472556,2025-03-01
BETAVAX,Mid-Central,32,10309.45378700232,-713.4517272985746,11109.905514300892,2.3874235921539366e-12,12471.354339532083,8321.553234472556,2025-04-01
BETAVAX,Mid-Central,33,10396.45378700232,2084.0937904512316,11243.359996551086,2.2737367544323206e-12,15402.354339532083,11252.553234472556,2025-05-01
BETAVAX,Mid-Central,34,13327.45378700232,254.6393082010385,11376.814478801278,3.296918293926865e-12,13706.354339532083,9556.553234472556,2025-06-01
BETAVAX,Mid-Central,35,11631.45378700232,893.1848259508464,11510.26896105147,3.296918293926865e-12,14478.354339532083,10328.553234472556,2025-07-01
BETAVAX,Mid-Central,36,12403.45378700232,887.9703907800485,11643.723443301664,1.8189894035458565e-12,15405.071729683958,9658.31593847947,2025-08-01
BETAVAX,Mid-Central,37,12531.693834081714,-356.27035154721636,11777.177925551858,-2.1600499167107046e-12,14355.260075967659,8486.55507204162,2025-09-01
BETAVAX,Mid-Central,38,11420.90757400464,-519.7248337974112,11910.632407802053,-3.069544618483633e-12,14325.260075967659,8456.55507204162,2025-10-01
BETAVAX,Mid-Central,39,11390.90757400464,-846.1793160476051,12044.086890052247,-3.069544618483633e-12,14132.260075967659,8263.55507204162,2025-11-01
BETAVAX,Mid-Central,40,11197.90757400464,-1342.6337982977989,12177.541372302441,-3.183231456205249e-12,13769.260075967659,7900.5550720416195,2025-12-01
BETAVAX,Mid-Central,41,10834.90757400464,30.911719452008015,12310.995854552633,-2.1600499167107046e-12,15276.260075967659,9407.55507204162,2026-01-01
BETAVAX,Mid-Central,42,12341.90757400464,294.457237201815,12444.450336802827,-3.069544618483633e-12,15673.260075967659,9804.55507204162,2026-02-01
BETAVAX,Mid-Central,43,12738.90757400464,-666.9972450483816,12577.904819053025,-3.979039320256561e-12,14845.260075967659,8976.55507204162,2026-03-01
BETAVAX,Mid-Central,44,11910.90757400464,-713.4517272985746,12711.359301303219,-4.888534022029489e-12,14932.260075967659,9063.55507204162,2026-04-01
BETAVAX,Mid-Central,45,11997.90757400464,2084.0937904512316,12844.813783553413,-5.002220859751105e-12,17863.26007596766,11994.55507204162,2026-05-01
BETAVAX,Mid-Central,46,14928.90757400464,254.6393082010385,12978.268265803606,-5.7980287238024175e-12,16167.260075967659,10298.55507204162,2026-06-01
BETAVAX,Mid-Central,47,13232.90757400464,893.1848259508464,13111.722748053799,-5.7980287238024175e-12,16939.26007596766,11070.55507204162,2026-07-01
BETAVAX,Mid-Central,48,14004.90757400464,887.9703907800485,13245.177230303994,-9.094947017729282e-12,17677.370079370743,10588.925162797323,2026-08-01
BETAVAX,Midwest,24,,-378.8020833333335,8996.052083333334,-4.547473508864641e-13,10959.394130833383,6275.105869166617,2024-08-01
BETAVAX,Midwest,25,8617.25,-530.1562499999981,9116.40625,-1.9326762412674725e-12,10928.394130833383,6244.105869166617,2024-09-01
BETAVAX,Midwest,26,8586.25,-460.5104166666659,9236.760416666668,-1.9895196601282805e-12,11118.394130833383,6434.105869166617,2024-10-01
BETAVAX,Midwest,27,8776.25,-1086.864583333332,9357.114583333334,-2.0463630789890885e-12,10612.394130833383,5928.105869166617,2024-11-01
BETAVAX,Midwest,28,8270.25,-1775.2187500000007,9477.468750000002,-1.1368683772161603e-12,10044.394130833383,5360.105869166617,2024-12-01
BETAVAX,Midwest,29,7702.25,-160.57291666666592,9597.822916666668,-1.9610979506978765e-12,11779.394130833383,7095.105869166617,2025-01-01
BETAVAX,Midwest,30,9437.25,154.07291666666802,9718.177083333332,-1.4210854715202004e-13,12214.394130833383,7530.105869166617,2025-02-01
BETAVAX,Midwest,31,9872.25,728.7187499999983,9838.531250000002,-1.1368683772161603e-13,12909.394130833383,8225.105869166617,2025-03-01
BETAVAX,Midwest,32,10567.25,-1253.6354166666677,9958.885416666666,1.5916157281026244e-12,11047.394130833383,6363.105869166617,2025-04-01
BETAVAX,Midwest,33,8705.25,2714.010416666665,10079.239583333334,9.094947017729282e-13,15135.394130833383,10451.105869166617,2025-05-01
BETAVAX,Midwest,34,12793.25,347.65625000000017,10199.593749999998,1.6484591469634324e-12,12889.394130833383,8205.105869166617,2025-06-01
BETAVAX,Midwest,35,10547.25,1701.3020833333323,10319.947916666666,1.5916157281026244e-12,14363.394130833383,9679.105869166617,2025-07-01
BETAVAX,Midwest,36,12021.25,-378.8020833333335,10440.302083333332,1.3642420526593924e-12,13373.791994857114,6749.208005142885,2025-08-01
BETAVAX,Midwest,37,10061.5,-530.1562499999981,10560.656249999998,-1.1368683772161603e-13,13342.791994857114,6718.208005142885,2025-09-01
BETAVAX,Midwest,38,10030.5,-460.5104166666659,10681.010416666666,-1.7053025658242404e-13,13532.791994857114,6908.208005142885,2025-10-01
BETAVAX,Midwest,39,10220.5,-1086.864583333332,10801.364583333332,-2.2737367544323206e-13,13026.791994857114,6402.208005142885,2025-11-01
BETAVAX,Midwest,40,9714.5,-1775.2187500000007,10921.718750000002,-1.1368683772161603e-12,12458.791994857114,5834.208005142885,2025-12-01
BETAVAX,Midwest,41,9146.5,-160.57291666666592,11042.072916666666,-1.4210854715202004e-13,14193.791994857114,7569.208005142885,2026-01-01
BETAVAX,Midwest,42,10881.5,154.07291666666802,11162.427083333334,-1.9610979506978765e-12,14628.791994857114,8004.208005142885,2026-02-01
BETAVAX,Midwest,43,11316.5,728.7187499999983,11282.781250000004,-1.9326762412674725e-12,15323.791994857114,8699.208005142886,2026-03-01
BETAVAX,Midwest,44,12011.5,-1253.6354166666677,11403.135416666672,-3.865352482534945e-12,13461.791994857114,6837.208005142885,2026-04-01
BETAVAX,Midwest,45,10149.5,2714.010416666665,11523.489583333338,-2.7284841053187847e-12,17549.791994857114,10925.208005142886,2026-05-01
BETAVAX,Midwest,46,14237.5,347.65625000000017,11643.843750000004,-3.808509063674137e-12,15303.791994857114,8679.208005142886,2026-06-01
BETAVAX,Midwest,47,11991.5,1701.3020833333323,11764.197916666672,-3.865352482534945e-12,16777.791994857114,10153.208005142886,2026-07-01
BETAVAX,Midwest,48,13465.5,-378.8020833333335,11884.552083333338,-4.092726157978177e-12,15562.462633252668,7449.037366747332,2026-08-01
BETAVAX,Northeast,24,,-663.1111111111114,8885.777777777783,-3.524291969370097e-12,9972.194703531139,6473.138629802197,2024-08-01
BETAVAX,Northeast,25,8222.666666666668,-13.833333333332197,9013.500000000005,-5.380584866543359e-12,10749.194703531139,7250.138629802197,2024-09-01
BETAVAX,Northeast,26,8999.666666666668,-587.5555555555549,9141.222222222228,-5.343281372915953e-12,10303.194703531139,6804.138629802197,2024-10-01
BETAVAX,Northeast,27,8553.666666666668,-224.27777777777746,9268.944444444449,-3.552713678800501e-12,10794.194703531139,7295.138629802197,2024-11-01
BETAVAX,Northeast,28,9044.666666666668,-1597.999999999999,9396.666666666672,-4.547473508864641e-12,9548.194703531139,6049.138629802197,2024-12-01
BETAVAX,Northeast,29,7798.666666666668,473.2777777777782,9524.388888888894,-4.490630090003833e-12,11747.194703531139,8248.138629802197,2025-01-01
BETAVAX,Northeast,30,9997.666666666668,773.5555555555574,9652.111111111111,-7.958078640513122e-13,12175.194703531139,8676.138629802197,2025-02-01
BETAVAX,Northeast,31,10425.666666666668,-262.166666666667,9779.833333333334,9.663381206337363e-13,11267.194703531139,7768.138629802197,2025-03-01
BETAVAX,Northeast,32,9517.666666666668,-1760.8888888888896,9907.555555555557,9.094947017729282e-13,9896.194703531139,6397.138629802197,2025-04-01
BETAVAX,Northeast,33,8146.666666666668,1920.3888888888878,10035.27777777778,9.094947017729282e-13,13705.194703531139,10206.138629802197,2025-05-01
BETAVAX,Northeast,34,11955.666666666668,-576.3333333333359,10163.0,1.9326762412674725e-12,11336.194703531137,7837.138629802195,2025-06-01
BETAVAX,Northeast,35,9586.666666666666,2518.9444444444443,10290.722222222223,9.094947017729282e-13,14559.194703531139,11060.138629802197,2025-07-01
BETAVAX,Northeast,36,12809.666666666668,-663.1111111111114,10418.444444444445,1.9326762412674725e-12,12229.539610819047,7281.127055847624,2025-08-01
BETAVAX,Northeast,37,9755.333333333336,-13.833333333332197,10546.166666666666,1.8953727476400672e-12,13006.539610819047,8058.127055847624,2025-09-01
BETAVAX,Northeast,38,10532.333333333336,-587.5555555555549,10673.888888888889,1.9326762412674725e-12,12560.539610819047,7612.127055847624,2025-10-01
BETAVAX,Northeast,39,10086.333333333336,-224.27777777777746,10801.611111111113,8.526512829121202e-14,13051.539610819047,8103.127055847624,2025-11-01
BETAVAX,Northeast,40,10577.333333333336,-1597.999999999999,10929.333333333334,9.094947017729282e-13,11805.539610819047,6857.127055847624,2025-12-01
BETAVAX,Northeast,41,9331.333333333336,473.2777777777782,11057.055555555557,9.663381206337363e-13,14004.539610819047,9056.127055847624,2026-01-01
BETAVAX,Northeast,42,11530.333333333336,773.5555555555574,11184.777777777781,-2.6147972675971687e-12,14432.539610819047,9484.127055847624,2026-02-01
BETAVAX,Northeast,43,11958.333333333336,-262.166666666667,11312.500000000007,-4.490630090003833e-12,13524.539610819047,8576.127055847624,2026-03-01
BETAVAX,Northeast,44,11050.333333333336,-1760.8888888888896,11440.22222222223,-4.547473508864641e-12,12153.539610819047,7205.127055847624,2026-04-01
BETAVAX,Northeast,45,9679.333333333336,1920.3888888888878,11567.944444444453,-4.547473508864641e-12,15962.539610819047,11014.127055847624,2026-05-01
BETAVAX,Northeast,46,13488.333333333336,-576.3333333333359,11695.666666666675,-5.343281372915953e-12,13593.539610819045,8645.127055847623,2026-06-01
BETAVAX,Northeast,47,11119.333333333334,2518.9444444444443,11823.388888888896,-4.547473508864641e-12,16816.539610819047,11868.127055847624,2026-07-01
BETAVAX,Northeast,48,14342.333333333336,-663.1111111111114,11951.111111111119,-3.524291969370097e-12,14318.271449115504,8257.728550884503,2026-08-01
BETAVAX,Southeast,24,,-69.96875000000068,8435.218750000002,-1.1368683772161603e-12,10459.336022294752,6271.163977705248,2024-08-01
BETAVAX,Southeast,25,8365.25,-27.156250000000075,8566.406250000002,-1.744382416291046e-12,10633.336022294752,6445.163977705248,2024-09-01
BETAVAX,Southeast,26,8539.25,-791.3437499999992,8697.593750000002,-2.6147972675971687e-12,10000.336022294752,5812.163977705248,2024-10-01
BETAVAX,Southeast,27,7906.25,-792.5312499999992,8828.781250000002,-2.6147972675971687e-12,10130.336022294752,5942.163977705248,2024-11-01
BETAVAX,Southeast,28,8036.25,-1299.71875,8959.968750000002,-1.8189894035458565e-12,9754.336022294752,5566.163977705248,2024-12-01
BETAVAX,Southeast,29,7660.25,-98.90625000000007,9091.156250000004,-3.566924533515703e-12,11086.336022294752,6898.163977705248,2025-01-01
BETAVAX,Southeast,30,8992.25,285.90625000000085,9222.34375,-8.526512829121202e-13,11602.336022294752,7414.163977705248,2025-02-01
BETAVAX,Southeast,31,9508.25,721.718749999999,9353.53125,1.0231815394945443e-12,12169.336022294752,7981.163977705248,2025-03-01
BETAVAX,Southeast,32,10075.25,-1278.46875,9484.718749999998,1.8189894035458565e-12,10300.336022294752,6112.163977705248,2025-04-01
BETAVAX,Southeast,33,8206.25,2159.34375,9615.906249999998,1.8189894035458565e-12,13869.336022294752,9681.163977705248,2025-05-01
BETAVAX,Southeast,34,11775.25,-165.84374999999918,9747.09375,9.947598300641403e-13,11675.336022294754,7487.16397770525,2025-06-01
BETAVAX,Southeast,35,9581.250000000002,1356.968749999999,9878.28125,9.094947017729282e-13,13329.336022294752,9141.163977705248,2025-07-01
BETAVAX,Southeast,36,11235.25,-69.96875000000068,10009.46875,6.821210263296962e-13,12900.984853505166,6978.015146494834,2025-08-01
BETAVAX,Southeast,37,9939.5,-27.156250000000075,10140.656250000002,-1.744382416291046e-12,13074.984853505166,7152.015146494834,2025-09-01
BETAVAX,Southeast,38,10113.5,-791.3437499999992,10271.84375,-7.958078640513122e-13,12441.984853505166,6519.015146494834,2025-10-01
BETAVAX,Southeast,39,9480.5,-792.5312499999992,10403.03125,-7.958078640513122e-13,12571.984853505166,6649.015146494834,2025-11-01
BETAVAX,Southeast,40,9610.5,-1299.71875,10534.218750000002,-1.8189894035458565e-12,12195.984853505166,6273.015146494834,2025-12-01
BETAVAX,Southeast,41,9234.5,-98.90625000000007,10665.40625,7.105427357601002e-14,13527.984853505166,7605.015146494834,2026-01-01
BETAVAX,Southeast,42,10566.5,285.90625000000085,10796.593750000002,-2.6716406864579767e-12,14043.984853505166,8121.015146494834,2026-02-01
BETAVAX,Southeast,43,11082.5,721.718749999999,10927.781250000005,-4.433786671143025e-12,14610.984853505166,8688.015146494834,2026-03-01
BETAVAX,Southeast,44,11649.5,-1278.46875,11058.968750000005,-5.4569682106375694e-12,12741.984853505166,6819.015146494834,2026-04-01
BETAVAX,Southeast,45,9780.5,2159.34375,11190.156250000005,-5.4569682106375694e-12,16310.984853505166,10388.015146494834,2026-05-01
BETAVAX,Southeast,46,13349.5,-165.84374999999918,11321.343750000005,-4.462208380573429e-12,14116.984853505168,8194.015146494836,2026-06-01
BETAVAX,Southeast,47,11155.500000000002,1356.968749999999,11452.531250000005,-4.547473508864641e-12,15770.984853505166,9848.015146494834,2026-07-01
BETAVAX,Southeast,48,12809.5,-69.96875000000068,11583.718750000005,-4.774847184307873e-12,15140.813386034324,7886.686613965676,2026-08-01
BETAVAX,Southwest,24,,-387.94097222222285,8936.524305555555,2.0463630789890885e-12,11175.493805051423,5921.672861615245,2024-08-01
BETAVAX,Southwest,25,8548.583333333334,-648.9062499999984,9080.489583333332,2.2737367544323206e-13,11058.493805051423,5804.672861615245,2024-09-01
BETAVAX,Southwest,26,8431.583333333334,276.1284722222224,9224.454861111111,2.2737367544323206e-13,12127.493805051423,6873.672861615245,2024-10-01
BETAVAX,Southwest,27,9500.583333333334,-1124.836805555554,9368.420138888889,-6.821210263296962e-13,10870.493805051423,5616.672861615245,2024-11-01
BETAVAX,Southwest,28,8243.583333333334,-1401.8020833333333,9512.385416666668,-6.821210263296962e-13,10737.493805051423,5483.672861615245,2024-12-01
BETAVAX,Southwest,29,8110.583333333334,-226.76736111110972,9656.350694444445,-1.5916157281026244e-12,12056.493805051423,6802.672861615245,2025-01-01
BETAVAX,Southwest,30,9429.583333333334,471.2673611111129,9800.31597222222,2.2737367544323206e-13,12898.493805051423,7644.672861615245,2025-02-01
BETAVAX,Southwest,31,10271.583333333334,378.3020833333319,9944.28125,2.0463630789890885e-12,12949.493805051423,7695.672861615245,2025-03-01
BETAVAX,Southwest,32,10322.583333333334,-1248.6631944444464,10088.246527777777,2.9558577807620168e-12,11466.493805051423,6212.672861615245,2025-04-01
BETAVAX,Southwest,33,8839.583333333334,2118.3715277777774,10232.211805555553,3.637978807091713e-12,14977.493805051423,9723.672861615245,2025-05-01
BETAVAX,Southwest,34,12350.583333333334,-62.59375000000023,10376.17708333333,3.865352482534945e-12,12940.493805051423,7686.672861615245,2025-06-01
BETAVAX,Southwest,35,10313.583333333334,1857.4409722222206,10520.142361111111,2.0463630789890885e-12,15004.493805051423,9750.672861615245,2025-07-01
BETAVAX,Southwest,36,12377.583333333334,-387.94097222222285,10664.107638888889,2.0463630789890885e-12,13991.179082910294,6561.154250423042,2025-08-01
BETAVAX,Southwest,37,10276.166666666668,-648.9062499999984,10808.072916666666,2.2737367544323206e-13,13874.179082910294,6444.154250423042,2025-09-01
BETAVAX,Southwest,38,10159.166666666668,276.1284722222224,10952.038194444445,2.2737367544323206e-13,14943.179082910294,7513.154250423042,2025-10-01
BETAVAX,Southwest,39,11228.166666666668,-1124.836805555554,11096.00347222222,1.1368683772161603e-12,13686.179082910294,6256.154250423042,2025-11-01
BETAVAX,Southwest,40,9971.166666666668,-1401.8020833333333,11239.96875,1.1368683772161603e-12,13553.179082910294,6123.154250423042,2025-12-01
BETAVAX,Southwest,41,9838.166666666668,-226.76736111110972,11383.934027777776,2.0463630789890885e-12,14872.179082910294,7442.154250423042,2026-01-01
BETAVAX,Southwest,42,11157.166666666668,471.2673611111129,11527.899305555555,2.2737367544323206e-13,15714.179082910294,8284.154250423042,2026-02-01
BETAVAX,Southwest,43,11999.166666666668,378.3020833333319,11671.864583333338,-1.5916157281026244e-12,15765.179082910294,8335.154250423042,2026-03-01
BETAVAX,Southwest,44,12050.166666666668,-1248.6631944444464,11815.829861111117,-2.5011104298755527e-12,14282.179082910294,6852.154250423042,2026-04-01
BETAVAX,Southwest,45,10567.166666666668,2118.3715277777774,11959.795138888894,-3.637978807091713e-12,17793.179082910294,10363.154250423042,2026-05-01
BETAVAX,Southwest,46,14078.166666666668,-62.59375000000023,12103.760416666672,-3.410605131648481e-12,15756.179082910294,8326.154250423042,2026-06-01
BETAVAX,Southwest,47,12041.166666666668,1857.4409722222206,12247.725694444449,-1.5916157281026244e-12,17820.179082910294,10390.154250423042,2026-07-01
BETAVAX,Southwest,48,14105.166666666668,-387.94097222222285,12391.690972222228,-3.410605131648481e-12,16553.69240395046,7453.807596049546,2026-08-01
BETAVAX,West,24,,-358.0416666666666,10411.04166666667,-3.126388037344441e-12,12945.609600116672,7160.390399883328,2024-08-01
BETAVAX,West,25,10053.0,-378.7916666666672,10560.79166666667,-2.5011104298755527e-12,13074.609600116672,7289.390399883328,2024-09-01
BETAVAX,West,26,10182.0,-546.5416666666681,10710.54166666667,-1.5916157281026244e-12,13056.609600116672,7271.390399883328,2024-10-01
BETAVAX,West,27,10164.0,-1336.291666666668,10860.29166666667,-1.5916157281026244e-12,12416.609600116672,6631.390399883328,2024-11-01
BETAVAX,West,28,9524.0,-1052.0416666666672,11010.04166666667,-2.5011104298755527e-12,12850.609600116672,7065.390399883328,2024-12-01
BETAVAX,West,29,9958.0,732.2083333333328,11159.79166666667,-2.5011104298755527e-12,14784.609600116672,8999.390399883328,2025-01-01
BETAVAX,West,30,11892.0,597.4583333333337,11309.541666666668,-1.5916157281026244e-12,14799.609600116672,9014.390399883328,2025-02-01
BETAVAX,West,31,11907.0,1009.7083333333328,11459.291666666668,-6.821210263296962e-13,15361.609600116672,9576.390399883328,2025-03-01
BETAVAX,West,32,12469.0,-2015.0416666666663,11609.041666666666,2.2737367544323206e-13,12486.609600116672,6701.390399883328,2025-04-01
BETAVAX,West,33,9594.0,2115.208333333334,11758.791666666668,-1.8189894035458565e-12,16766.60960011667,10981.390399883328,2025-05-01
BETAVAX,West,34,13874.0,-1125.5416666666645,11908.541666666664,2.2737367544323206e-13,13675.609600116672,7890.390399883328,2025-06-01
BETAVAX,West,35,10783.0,2357.708333333335,12058.291666666666,-9.094947017729282e-13,17308.60960011667,11523.390399883328,2025-07-01
BETAVAX,West,36,14416.0,-358.0416666666666,12208.041666666666,5.115907697472721e-13,15940.767727135611,7759.2322728643885,2025-08-01
BETAVAX,West,37,11850.0,-378.7916666666672,12357.791666666666,1.1368683772161603e-12,16069.767727135611,7888.2322728643885,2025-09-01
BETAVAX,West,38,11979.0,-546.5416666666681,12507.541666666668,2.2737367544323206e-13,16051.767727135611,7870.2322728643885,2025-10-01
BETAVAX,West,39,11961.0,-1336.291666666668,12657.291666666668,2.2737367544323206e-13,15411.767727135611,7230.2322728643885,2025-11-01
BETAVAX,West,40,11321.0,-1052.0416666666672,12807.041666666666,1.1368683772161603e-12,15845.767727135611,7664.2322728643885,2025-12-01
BETAVAX,West,41,11755.0,732.2083333333328,12956.791666666666,1.1368683772161603e-12,17779.76772713561,9598.232272864389,2026-01-01
BETAVAX,West,42,13689.0,597.4583333333337,13106.541666666666,2.2737367544323206e-13,17794.76772713561,9613.232272864389,2026-02-01
BETAVAX,West,43,13704.0,1009.7083333333328,13256.291666666668,-6.821210263296962e-13,18356.76772713561,10175.232272864389,2026-03-01
BETAVAX,West,44,14266.0,-2015.0416666666663,13406.041666666668,-1.5916157281026244e-12,15481.767727135611,7300.2322728643885,2026-04-01
BETAVAX,West,45,11391.0,2115.208333333334,13555.791666666666,0.0,19761.76772713561,11580.232272864389,2026-05-01
BETAVAX,West,46,15671.0,-1125.5416666666645,13705.541666666666,-1.5916157281026244e-12,16670.76772713561,8489.232272864389,2026-06-01
BETAVAX,West,47,12580.0,2357.708333333335,13855.291666666666,-9.094947017729282e-13,20303.76772713561,12122.232272864389,2026-07-01
BETAVAX,West,48,16213.0,-358.0416666666666,14005.041666666666,5.115907697472721e-13,18657.14679386357,8636.853206136431,2026-08-01
DELTAZYME,Mid-Atlantic,24,,348.4548611111102,8096.628472222224,-6.821210263296962e-13,9523.02594582547,7367.140720841197,2024-08-01
DELTAZYME,Mid-Atlantic,25,8445.083333333334,135.9479166666669,8184.135416666669,-1.7621459846850485e-12,9398.02594582547,7242.140720841197,2024-09-01
DELTAZYME,Mid-Atlantic,26,8320.083333333334,-790.5590277777778,8271.642361111113,-1.3642420526593924e-12,8559.02594582547,6403.140720841197,2024-10-01
DELTAZYME,Mid-Atlantic,27,7481.083333333334,-707.0659722222222,8359.149305555558,-2.2737367544323206e-12,8730.02594582547,6574.140720841197,2024-11-01
DELTAZYME,Mid-Atlantic,28,7652.083333333334,-906.5729166666665,8446.656250000004,-3.183231456205249e-12,8618.02594582547,6462.140720841197,2024-12-01
DELTAZYME,Mid-Atlantic,29,7540.083333333334,835.92013888889,8534.163194444447,-3.183231456205249e-12,10448.02594582547,8292.140720841198,2025-01-01
DELTAZYME,Mid-Atlantic,30,9370.083333333334,762.4131944444466,8621.67013888889,-3.183231456205249e-12,10462.02594582547,8306.140720841198,2025-02-01
DELTAZYME,Mid-Atlantic,31,9384.083333333334,-249.0937500000005,8709.177083333334,5.115907697472721e-13,9538.02594582547,7382.140720841197,2025-03-01
DELTAZYME,Mid-Atlantic,32,8460.083333333334,-1080.6006944444448,8796.684027777777,1.3642420526593924e-12,8794.02594582547,6638.140720841197,2025-04-01
DELTAZYME,Mid-Atlantic,33,7716.083333333334,311.8923611111108,8884.19097222222,2.3305801732931286e-12,10274.02594582547,8118.140720841197,2025-05-01
DELTAZYME,Mid-Atlantic,34,9196.083333333334,144.38541666666646,8971.697916666666,1.4210854715202004e-12,10194.02594582547,8038.140720841197,2025-06-01
DELTAZYME,Mid-Atlantic,35,9116.083333333334,1194.8784722222213,9059.204861111111,1.3642420526593924e-12,11332.02594582547,9176.140720841198,2025-07-01
DELTAZYME,Mid-Atlantic,36,10254.083333333334,348.4548611111102,9146.711805555558,-6.821210263296962e-13,11019.607728712934,7970.725604620403,2025-08-01
